ppv	cso_one	cso_two	sens	spec	tp_at_zero	fp_at_zero	tp_at_one	ghost_at_one	fp_at_one	tp_after_one	tp_after_one_with_correct_cso	tp_after_one_with_incorrect_cso	tp_at_two	fp_at_two	ghost_at_two	tp_after_two	fp_after_two	residual_risk_one	cso_likely_elsewhere	total_ghosts_one	residual_risk_two	total_ghosts_two
0.3	0.6	0.4	1	1	0.3	0.7	0.18	0	0.7	0.12	0	0.12	0.048	0.7	0	0.072	0.7	0.14634146341463414	1	0	0.09326424870466321	0
0.3	0.6	0.4	0.9	0.9	0.3	0.7	0.162	0.06999999999999998	0.7	0.13799999999999998	0.017999999999999995	0.12	0.0432	0.7	0.06999999999999998	0.09479999999999998	0.7	0.1646778042959427	0.8695652173913044	0.06999999999999998	0.11927528938097633	0.13999999999999996
0.3	0.6	0.4	0.7	0.9	0.3	0.7	0.126	0.06999999999999998	0.7	0.174	0.054000000000000006	0.11999999999999998	0.03359999999999999	0.7	0.06999999999999998	0.1404	0.7	0.1990846681922197	0.689655172413793	0.06999999999999998	0.16706330318895765	0.13999999999999996
0.3	0.6	0.5	1	1	0.3	0.7	0.18	0	0.7	0.12	0	0.12	0.06	0.7	0	0.06	0.7	0.14634146341463414	1	0	0.07894736842105263	0
0.3	0.6	0.5	0.9	0.9	0.3	0.7	0.162	0.06999999999999998	0.7	0.13799999999999998	0.017999999999999995	0.12	0.054	0.7	0.06999999999999998	0.08399999999999999	0.7	0.1646778042959427	0.8695652173913044	0.06999999999999998	0.10714285714285714	0.13999999999999996
0.3	0.6	0.5	0.7	0.9	0.3	0.7	0.126	0.06999999999999998	0.7	0.174	0.054000000000000006	0.11999999999999998	0.04199999999999999	0.7	0.06999999999999998	0.132	0.7	0.1990846681922197	0.689655172413793	0.06999999999999998	0.15865384615384617	0.13999999999999996
0.3	0.6	0.6	1	1	0.3	0.7	0.18	0	0.7	0.12	0	0.12	0.072	0.7	0	0.048	0.7	0.14634146341463414	1	0	0.06417112299465241	0
0.3	0.6	0.6	0.9	0.9	0.3	0.7	0.162	0.06999999999999998	0.7	0.13799999999999998	0.017999999999999995	0.12	0.0648	0.7	0.06999999999999998	0.07319999999999999	0.7	0.1646778042959427	0.8695652173913044	0.06999999999999998	0.09467149508535955	0.13999999999999996
0.3	0.6	0.6	0.7	0.9	0.3	0.7	0.126	0.06999999999999998	0.7	0.174	0.054000000000000006	0.11999999999999998	0.050399999999999986	0.7	0.06999999999999998	0.1236	0.7	0.1990846681922197	0.689655172413793	0.06999999999999998	0.15007285089849443	0.13999999999999996
0.3	0.7	0.4	1	1	0.3	0.7	0.21	0	0.7	0.09	0	0.09	0.036	0.7	0	0.054	0.7	0.1139240506329114	1	0	0.07161803713527852	0
0.3	0.7	0.4	0.9	0.9	0.3	0.7	0.189	0.06999999999999998	0.7	0.11099999999999999	0.020999999999999994	0.09	0.0324	0.7	0.06999999999999998	0.07859999999999999	0.7	0.13686806411837238	0.8108108108108109	0.06999999999999998	0.10095042383765733	0.13999999999999996
0.3	0.7	0.4	0.7	0.9	0.3	0.7	0.147	0.06999999999999998	0.7	0.153	0.063	0.09	0.025199999999999997	0.7	0.06999999999999998	0.1278	0.7	0.17936694021101993	0.5882352941176471	0.06999999999999998	0.15438511717806233	0.13999999999999996
0.3	0.7	0.5	1	1	0.3	0.7	0.21	0	0.7	0.09	0	0.09	0.045	0.7	0	0.045	0.7	0.1139240506329114	1	0	0.060402684563758385	0
0.3	0.7	0.5	0.9	0.9	0.3	0.7	0.189	0.06999999999999998	0.7	0.11099999999999999	0.020999999999999994	0.09	0.0405	0.7	0.06999999999999998	0.07049999999999998	0.7	0.13686806411837238	0.8108108108108109	0.06999999999999998	0.09149902660609992	0.13999999999999996
0.3	0.7	0.5	0.7	0.9	0.3	0.7	0.147	0.06999999999999998	0.7	0.153	0.063	0.09	0.0315	0.7	0.06999999999999998	0.1215	0.7	0.17936694021101993	0.5882352941176471	0.06999999999999998	0.14790018259281804	0.13999999999999996
0.3	0.7	0.6	1	1	0.3	0.7	0.21	0	0.7	0.09	0	0.09	0.054	0.7	0	0.036	0.7	0.1139240506329114	1	0	0.048913043478260865	0
0.3	0.7	0.6	0.9	0.9	0.3	0.7	0.189	0.06999999999999998	0.7	0.11099999999999999	0.020999999999999994	0.09	0.0486	0.7	0.06999999999999998	0.06239999999999999	0.7	0.13686806411837238	0.8108108108108109	0.06999999999999998	0.08184679958027281	0.13999999999999996
0.3	0.7	0.6	0.7	0.9	0.3	0.7	0.147	0.06999999999999998	0.7	0.153	0.063	0.09	0.0378	0.7	0.06999999999999998	0.1152	0.7	0.17936694021101993	0.5882352941176471	0.06999999999999998	0.14131501472031405	0.13999999999999996
0.3	0.8	0.4	1	1	0.3	0.7	0.24	0	0.7	0.06	0	0.06	0.024	0.7	0	0.036	0.7	0.07894736842105263	1	0	0.048913043478260865	0
0.3	0.8	0.4	0.9	0.9	0.3	0.7	0.216	0.06999999999999998	0.7	0.08399999999999999	0.023999999999999994	0.06	0.0216	0.7	0.06999999999999998	0.06239999999999999	0.7	0.10714285714285714	0.7142857142857143	0.06999999999999998	0.08184679958027281	0.13999999999999996
0.3	0.8	0.4	0.7	0.9	0.3	0.7	0.16799999999999998	0.06999999999999998	0.7	0.132	0.07200000000000001	0.06	0.0168	0.7	0.06999999999999998	0.11520000000000001	0.7	0.15865384615384617	0.45454545454545453	0.06999999999999998	0.14131501472031405	0.13999999999999996
0.3	0.8	0.5	1	1	0.3	0.7	0.24	0	0.7	0.06	0	0.06	0.03	0.7	0	0.03	0.7	0.07894736842105263	1	0	0.0410958904109589	0
0.3	0.8	0.5	0.9	0.9	0.3	0.7	0.216	0.06999999999999998	0.7	0.08399999999999999	0.023999999999999994	0.06	0.027	0.7	0.06999999999999998	0.056999999999999995	0.7	0.10714285714285714	0.7142857142857143	0.06999999999999998	0.07529722589167769	0.13999999999999996
0.3	0.8	0.5	0.7	0.9	0.3	0.7	0.16799999999999998	0.06999999999999998	0.7	0.132	0.07200000000000001	0.06	0.020999999999999998	0.7	0.06999999999999998	0.11100000000000002	0.7	0.15865384615384617	0.45454545454545453	0.06999999999999998	0.1368680641183724	0.13999999999999996
0.3	0.8	0.6	1	1	0.3	0.7	0.24	0	0.7	0.06	0	0.06	0.036	0.7	0	0.024	0.7	0.07894736842105263	1	0	0.03314917127071823	0
0.3	0.8	0.6	0.9	0.9	0.3	0.7	0.216	0.06999999999999998	0.7	0.08399999999999999	0.023999999999999994	0.06	0.0324	0.7	0.06999999999999998	0.05159999999999999	0.7	0.10714285714285714	0.7142857142857143	0.06999999999999998	0.06865353911655135	0.13999999999999996
0.3	0.8	0.6	0.7	0.9	0.3	0.7	0.16799999999999998	0.06999999999999998	0.7	0.132	0.07200000000000001	0.06	0.025199999999999997	0.7	0.06999999999999998	0.1068	0.7	0.15865384615384617	0.45454545454545453	0.06999999999999998	0.13237481408031732	0.13999999999999996
0.3	0.9	0.4	1	1	0.3	0.7	0.27	0	0.7	0.02999999999999997	0	0.02999999999999997	0.01199999999999999	0.7	0	0.01799999999999998	0.7	0.04109589041095887	1	0	0.025069637883008332	0
0.3	0.9	0.4	0.9	0.9	0.3	0.7	0.24300000000000002	0.06999999999999998	0.7	0.05699999999999997	0.026999999999999996	0.02999999999999997	0.010799999999999992	0.7	0.06999999999999998	0.04619999999999998	0.7	0.07529722589167764	0.526315789473684	0.06999999999999998	0.06191369606003749	0.13999999999999996
0.3	0.9	0.4	0.7	0.9	0.3	0.7	0.189	0.06999999999999998	0.7	0.11099999999999999	0.08100000000000002	0.02999999999999997	0.008399999999999993	0.7	0.06999999999999998	0.1026	0.7	0.13686806411837238	0.27027027027027006	0.06999999999999998	0.127834537752305	0.13999999999999996
0.3	0.9	0.5	1	1	0.3	0.7	0.27	0	0.7	0.02999999999999997	0	0.02999999999999997	0.014999999999999986	0.7	0	0.014999999999999986	0.7	0.04109589041095887	1	0	0.02097902097902096	0
0.3	0.9	0.5	0.9	0.9	0.3	0.7	0.24300000000000002	0.06999999999999998	0.7	0.05699999999999997	0.026999999999999996	0.02999999999999997	0.013499999999999988	0.7	0.06999999999999998	0.04349999999999998	0.7	0.07529722589167764	0.526315789473684	0.06999999999999998	0.05850706119704101	0.13999999999999996
0.3	0.9	0.5	0.7	0.9	0.3	0.7	0.189	0.06999999999999998	0.7	0.11099999999999999	0.08100000000000002	0.02999999999999997	0.010499999999999989	0.7	0.06999999999999998	0.1005	0.7	0.13686806411837238	0.27027027027027006	0.06999999999999998	0.12554653341661462	0.13999999999999996
0.3	0.9	0.6	1	1	0.3	0.7	0.27	0	0.7	0.02999999999999997	0	0.02999999999999997	0.01799999999999998	0.7	0	0.01199999999999999	0.7	0.04109589041095887	1	0	0.01685393258426965	0
0.3	0.9	0.6	0.9	0.9	0.3	0.7	0.24300000000000002	0.06999999999999998	0.7	0.05699999999999997	0.026999999999999996	0.02999999999999997	0.016199999999999985	0.7	0.06999999999999998	0.04079999999999998	0.7	0.07529722589167764	0.526315789473684	0.06999999999999998	0.055075593952483785	0.13999999999999996
0.3	0.9	0.6	0.7	0.9	0.3	0.7	0.189	0.06999999999999998	0.7	0.11099999999999999	0.08100000000000002	0.02999999999999997	0.012599999999999986	0.7	0.06999999999999998	0.0984	0.7	0.13686806411837238	0.27027027027027006	0.06999999999999998	0.12324649298597194	0.13999999999999996
0.4	0.6	0.4	1	1	0.4	0.6	0.24	0	0.6	0.16000000000000003	0	0.16000000000000003	0.06400000000000002	0.6	0	0.09600000000000002	0.6	0.21052631578947373	1	0	0.13793103448275865	0
0.4	0.6	0.4	0.9	0.9	0.4	0.6	0.216	0.059999999999999984	0.6	0.18400000000000002	0.023999999999999994	0.16000000000000003	0.05760000000000001	0.6	0.059999999999999984	0.1264	0.6	0.23469387755102042	0.8695652173913044	0.059999999999999984	0.17400881057268724	0.11999999999999997
0.4	0.6	0.4	0.7	0.9	0.4	0.6	0.16799999999999998	0.059999999999999984	0.6	0.23200000000000004	0.07200000000000001	0.16000000000000003	0.044800000000000006	0.6	0.059999999999999984	0.18720000000000003	0.6	0.27884615384615385	0.6896551724137931	0.059999999999999984	0.23780487804878053	0.11999999999999997
0.4	0.6	0.5	1	1	0.4	0.6	0.24	0	0.6	0.16000000000000003	0	0.16000000000000003	0.08000000000000002	0.6	0	0.08000000000000002	0.6	0.21052631578947373	1	0	0.11764705882352945	0
0.4	0.6	0.5	0.9	0.9	0.4	0.6	0.216	0.059999999999999984	0.6	0.18400000000000002	0.023999999999999994	0.16000000000000003	0.07200000000000002	0.6	0.059999999999999984	0.112	0.6	0.23469387755102042	0.8695652173913044	0.059999999999999984	0.15730337078651688	0.11999999999999997
0.4	0.6	0.5	0.7	0.9	0.4	0.6	0.16799999999999998	0.059999999999999984	0.6	0.23200000000000004	0.07200000000000001	0.16000000000000003	0.05600000000000001	0.6	0.059999999999999984	0.17600000000000005	0.6	0.27884615384615385	0.6896551724137931	0.059999999999999984	0.22680412371134026	0.11999999999999997
0.4	0.6	0.6	1	1	0.4	0.6	0.24	0	0.6	0.16000000000000003	0	0.16000000000000003	0.09600000000000002	0.6	0	0.06400000000000002	0.6	0.21052631578947373	1	0	0.09638554216867472	0
0.4	0.6	0.6	0.9	0.9	0.4	0.6	0.216	0.059999999999999984	0.6	0.18400000000000002	0.023999999999999994	0.16000000000000003	0.08640000000000002	0.6	0.059999999999999984	0.0976	0.6	0.23469387755102042	0.8695652173913044	0.059999999999999984	0.13990825688073397	0.11999999999999997
0.4	0.6	0.6	0.7	0.9	0.4	0.6	0.16799999999999998	0.059999999999999984	0.6	0.23200000000000004	0.07200000000000001	0.16000000000000003	0.06720000000000001	0.6	0.059999999999999984	0.16480000000000003	0.6	0.27884615384615385	0.6896551724137931	0.059999999999999984	0.2154811715481172	0.11999999999999997
0.4	0.7	0.4	1	1	0.4	0.6	0.27999999999999997	0	0.6	0.12000000000000005	0	0.12000000000000005	0.04800000000000002	0.6	0	0.07200000000000004	0.6	0.16666666666666674	1	0	0.10714285714285719	0
0.4	0.7	0.4	0.9	0.9	0.4	0.6	0.252	0.059999999999999984	0.6	0.14800000000000002	0.02799999999999999	0.12000000000000002	0.043200000000000016	0.6	0.059999999999999984	0.1048	0.6	0.19786096256684496	0.8108108108108109	0.059999999999999984	0.14869466515323498	0.11999999999999997
0.4	0.7	0.4	0.7	0.9	0.4	0.6	0.19599999999999998	0.059999999999999984	0.6	0.20400000000000004	0.084	0.12000000000000004	0.033600000000000005	0.6	0.059999999999999984	0.17040000000000005	0.6	0.2537313432835821	0.5882352941176471	0.059999999999999984	0.22118380062305304	0.11999999999999997
0.4	0.7	0.5	1	1	0.4	0.6	0.27999999999999997	0	0.6	0.12000000000000005	0	0.12000000000000005	0.060000000000000026	0.6	0	0.060000000000000026	0.6	0.16666666666666674	1	0	0.09090909090909094	0
0.4	0.7	0.5	0.9	0.9	0.4	0.6	0.252	0.059999999999999984	0.6	0.14800000000000002	0.02799999999999999	0.12000000000000002	0.05400000000000001	0.6	0.059999999999999984	0.094	0.6	0.19786096256684496	0.8108108108108109	0.059999999999999984	0.13544668587896255	0.11999999999999997
0.4	0.7	0.5	0.7	0.9	0.4	0.6	0.19599999999999998	0.059999999999999984	0.6	0.20400000000000004	0.084	0.12000000000000004	0.04200000000000001	0.6	0.059999999999999984	0.16200000000000003	0.6	0.2537313432835821	0.5882352941176471	0.059999999999999984	0.21259842519685043	0.11999999999999997
0.4	0.7	0.6	1	1	0.4	0.6	0.27999999999999997	0	0.6	0.12000000000000005	0	0.12000000000000005	0.07200000000000002	0.6	0	0.04800000000000003	0.6	0.16666666666666674	1	0	0.07407407407407411	0
0.4	0.7	0.6	0.9	0.9	0.4	0.6	0.252	0.059999999999999984	0.6	0.14800000000000002	0.02799999999999999	0.12000000000000002	0.06480000000000001	0.6	0.059999999999999984	0.08320000000000001	0.6	0.19786096256684496	0.8108108108108109	0.059999999999999984	0.12177985948477753	0.11999999999999997
0.4	0.7	0.6	0.7	0.9	0.4	0.6	0.19599999999999998	0.059999999999999984	0.6	0.20400000000000004	0.084	0.12000000000000004	0.050400000000000014	0.6	0.059999999999999984	0.15360000000000001	0.6	0.2537313432835821	0.5882352941176471	0.059999999999999984	0.20382165605095542	0.11999999999999997
0.4	0.8	0.4	1	1	0.4	0.6	0.32000000000000006	0	0.6	0.07999999999999996	0	0.07999999999999996	0.03199999999999999	0.6	0	0.04799999999999997	0.6	0.11764705882352937	1	0	0.07407407407407404	0
0.4	0.8	0.4	0.9	0.9	0.4	0.6	0.2880000000000001	0.059999999999999984	0.6	0.11199999999999993	0.032	0.07999999999999993	0.028799999999999975	0.6	0.059999999999999984	0.08319999999999995	0.6	0.15730337078651677	0.7142857142857141	0.059999999999999984	0.12177985948477747	0.11999999999999997
0.4	0.8	0.4	0.7	0.9	0.4	0.6	0.22400000000000003	0.059999999999999984	0.6	0.176	0.09600000000000003	0.07999999999999996	0.02239999999999999	0.6	0.059999999999999984	0.15360000000000001	0.6	0.22680412371134018	0.45454545454545436	0.059999999999999984	0.20382165605095542	0.11999999999999997
0.4	0.8	0.5	1	1	0.4	0.6	0.32000000000000006	0	0.6	0.07999999999999996	0	0.07999999999999996	0.03999999999999998	0.6	0	0.03999999999999998	0.6	0.11764705882352937	1	0	0.06249999999999998	0
0.4	0.8	0.5	0.9	0.9	0.4	0.6	0.2880000000000001	0.059999999999999984	0.6	0.11199999999999993	0.032	0.07999999999999993	0.03599999999999997	0.6	0.059999999999999984	0.07599999999999996	0.6	0.15730337078651677	0.7142857142857141	0.059999999999999984	0.11242603550295853	0.11999999999999997
0.4	0.8	0.5	0.7	0.9	0.4	0.6	0.22400000000000003	0.059999999999999984	0.6	0.176	0.09600000000000003	0.07999999999999996	0.027999999999999983	0.6	0.059999999999999984	0.14800000000000002	0.6	0.22680412371134018	0.45454545454545436	0.059999999999999984	0.19786096256684496	0.11999999999999997
0.4	0.8	0.6	1	1	0.4	0.6	0.32000000000000006	0	0.6	0.07999999999999996	0	0.07999999999999996	0.04799999999999997	0.6	0	0.03199999999999999	0.6	0.11764705882352937	1	0	0.05063291139240504	0
0.4	0.8	0.6	0.9	0.9	0.4	0.6	0.2880000000000001	0.059999999999999984	0.6	0.11199999999999993	0.032	0.07999999999999993	0.04319999999999997	0.6	0.059999999999999984	0.06879999999999997	0.6	0.15730337078651677	0.7142857142857141	0.059999999999999984	0.10287081339712915	0.11999999999999997
0.4	0.8	0.6	0.7	0.9	0.4	0.6	0.22400000000000003	0.059999999999999984	0.6	0.176	0.09600000000000003	0.07999999999999996	0.03359999999999998	0.6	0.059999999999999984	0.14240000000000003	0.6	0.22680412371134018	0.45454545454545436	0.059999999999999984	0.19181034482758624	0.11999999999999997
0.4	0.9	0.4	1	1	0.4	0.6	0.36000000000000004	0	0.6	0.03999999999999998	0	0.03999999999999998	0.015999999999999993	0.6	0	0.023999999999999987	0.6	0.06249999999999998	1	0	0.03846153846153844	0
0.4	0.9	0.4	0.9	0.9	0.4	0.6	0.32400000000000007	0.059999999999999984	0.6	0.07599999999999996	0.036	0.03999999999999996	0.014399999999999986	0.6	0.059999999999999984	0.061599999999999974	0.6	0.11242603550295853	0.526315789473684	0.059999999999999984	0.09310761789600965	0.11999999999999997
0.4	0.9	0.4	0.7	0.9	0.4	0.6	0.252	0.059999999999999984	0.6	0.14800000000000002	0.10800000000000003	0.039999999999999994	0.011199999999999996	0.6	0.059999999999999984	0.13680000000000003	0.6	0.19786096256684496	0.2702702702702702	0.059999999999999984	0.1856677524429968	0.11999999999999997
0.4	0.9	0.5	1	1	0.4	0.6	0.36000000000000004	0	0.6	0.03999999999999998	0	0.03999999999999998	0.01999999999999999	0.6	0	0.01999999999999999	0.6	0.06249999999999998	1	0	0.03225806451612902	0
0.4	0.9	0.5	0.9	0.9	0.4	0.6	0.32400000000000007	0.059999999999999984	0.6	0.07599999999999996	0.036	0.03999999999999996	0.01799999999999998	0.6	0.059999999999999984	0.057999999999999975	0.6	0.11242603550295853	0.526315789473684	0.059999999999999984	0.088145896656534925	0.11999999999999997
0.4	0.9	0.5	0.7	0.9	0.4	0.6	0.252	0.059999999999999984	0.6	0.14800000000000002	0.10800000000000003	0.039999999999999994	0.013999999999999997	0.6	0.059999999999999984	0.13400000000000004	0.6	0.19786096256684496	0.2702702702702702	0.059999999999999984	0.18256130790190742	0.11999999999999997
0.4	0.9	0.6	1	1	0.4	0.6	0.36000000000000004	0	0.6	0.03999999999999998	0	0.03999999999999998	0.023999999999999987	0.6	0	0.015999999999999993	0.6	0.06249999999999998	1	0	0.025974025974025965	0
0.4	0.9	0.6	0.9	0.9	0.4	0.6	0.32400000000000007	0.059999999999999984	0.6	0.07599999999999996	0.036	0.03999999999999996	0.02159999999999998	0.6	0.059999999999999984	0.054399999999999976	0.6	0.11242603550295853	0.526315789473684	0.059999999999999984	0.0831295843520782	0.11999999999999997
0.4	0.9	0.6	0.7	0.9	0.4	0.6	0.252	0.059999999999999984	0.6	0.14800000000000002	0.10800000000000003	0.039999999999999994	0.016799999999999995	0.6	0.059999999999999984	0.13120000000000004	0.6	0.19786096256684496	0.2702702702702702	0.059999999999999984	0.17943107221006568	0.11999999999999997
0.5	0.6	0.4	1	1	0.5	0.5	0.3	0	0.5	0.2	0	0.2	0.08000000000000002	0.5	0	0.12	0.5	0.28571428571428575	1	0	0.1935483870967742	0
0.5	0.6	0.4	0.9	0.9	0.5	0.5	0.27	0.04999999999999999	0.5	0.22999999999999998	0.029999999999999992	0.19999999999999998	0.07200000000000001	0.5	0.04999999999999999	0.15799999999999997	0.5	0.3150684931506849	0.8695652173913043	0.04999999999999999	0.24012158054711244	0.09999999999999998
0.5	0.6	0.4	0.7	0.9	0.5	0.5	0.21	0.04999999999999999	0.5	0.29000000000000004	0.09000000000000001	0.2	0.05600000000000001	0.5	0.04999999999999999	0.23400000000000004	0.5	0.3670886075949367	0.689655172413793	0.04999999999999999	0.3188010899182562	0.09999999999999998
0.5	0.6	0.5	1	1	0.5	0.5	0.3	0	0.5	0.2	0	0.2	0.1	0.5	0	0.1	0.5	0.28571428571428575	1	0	0.16666666666666669	0
0.5	0.6	0.5	0.9	0.9	0.5	0.5	0.27	0.04999999999999999	0.5	0.22999999999999998	0.029999999999999992	0.19999999999999998	0.09	0.5	0.04999999999999999	0.13999999999999999	0.5	0.3150684931506849	0.8695652173913043	0.04999999999999999	0.21874999999999997	0.09999999999999998
0.5	0.6	0.5	0.7	0.9	0.5	0.5	0.21	0.04999999999999999	0.5	0.29000000000000004	0.09000000000000001	0.2	0.06999999999999999	0.5	0.04999999999999999	0.22000000000000003	0.5	0.3670886075949367	0.689655172413793	0.04999999999999999	0.3055555555555556	0.09999999999999998
0.5	0.6	0.6	1	1	0.5	0.5	0.3	0	0.5	0.2	0	0.2	0.12	0.5	0	0.08000000000000002	0.5	0.28571428571428575	1	0	0.13793103448275862	0
0.5	0.6	0.6	0.9	0.9	0.5	0.5	0.27	0.04999999999999999	0.5	0.22999999999999998	0.029999999999999992	0.19999999999999998	0.10799999999999998	0.5	0.04999999999999999	0.122	0.5	0.3150684931506849	0.8695652173913043	0.04999999999999999	0.19614147909967844	0.09999999999999998
0.5	0.6	0.6	0.7	0.9	0.5	0.5	0.21	0.04999999999999999	0.5	0.29000000000000004	0.09000000000000001	0.2	0.08399999999999999	0.5	0.04999999999999999	0.20600000000000004	0.5	0.3670886075949367	0.689655172413793	0.04999999999999999	0.2917847025495751	0.09999999999999998
0.5	0.7	0.4	1	1	0.5	0.5	0.35	0	0.5	0.15000000000000002	0	0.15000000000000002	0.06000000000000001	0.5	0	0.09000000000000001	0.5	0.23076923076923078	1	0	0.15254237288135597	0
0.5	0.7	0.4	0.9	0.9	0.5	0.5	0.315	0.04999999999999999	0.5	0.185	0.03499999999999999	0.15000000000000002	0.05400000000000001	0.5	0.04999999999999999	0.13099999999999998	0.5	0.27007299270072993	0.810810810810811	0.04999999999999999	0.20760697305863704	0.09999999999999998
0.5	0.7	0.4	0.7	0.9	0.5	0.5	0.24499999999999997	0.04999999999999999	0.5	0.255	0.10500000000000001	0.15	0.041999999999999996	0.5	0.04999999999999999	0.21300000000000002	0.5	0.33774834437086093	0.5882352941176471	0.04999999999999999	0.29873772791023845	0.09999999999999998
0.5	0.7	0.5	1	1	0.5	0.5	0.35	0	0.5	0.15000000000000002	0	0.15000000000000002	0.07500000000000001	0.5	0	0.07500000000000001	0.5	0.23076923076923078	1	0	0.13043478260869568	0
0.5	0.7	0.5	0.9	0.9	0.5	0.5	0.315	0.04999999999999999	0.5	0.185	0.03499999999999999	0.15000000000000002	0.06750000000000002	0.5	0.04999999999999999	0.11749999999999998	0.5	0.27007299270072993	0.810810810810811	0.04999999999999999	0.1902834008097166	0.09999999999999998
0.5	0.7	0.5	0.7	0.9	0.5	0.5	0.24499999999999997	0.04999999999999999	0.5	0.255	0.10500000000000001	0.15	0.0525	0.5	0.04999999999999999	0.2025	0.5	0.33774834437086093	0.5882352941176471	0.04999999999999999	0.28825622775800713	0.09999999999999998
0.5	0.7	0.6	1	1	0.5	0.5	0.35	0	0.5	0.15000000000000002	0	0.15000000000000002	0.09000000000000001	0.5	0	0.06000000000000001	0.5	0.23076923076923078	1	0	0.10714285714285715	0
0.5	0.7	0.6	0.9	0.9	0.5	0.5	0.315	0.04999999999999999	0.5	0.185	0.03499999999999999	0.15000000000000002	0.08100000000000002	0.5	0.04999999999999999	0.10399999999999998	0.5	0.27007299270072993	0.810810810810811	0.04999999999999999	0.17218543046357612	0.09999999999999998
0.5	0.7	0.6	0.7	0.9	0.5	0.5	0.24499999999999997	0.04999999999999999	0.5	0.255	0.10500000000000001	0.15	0.063	0.5	0.04999999999999999	0.192	0.5	0.33774834437086093	0.5882352941176471	0.04999999999999999	0.27745664739884396	0.09999999999999998
0.5	0.8	0.4	1	1	0.5	0.5	0.4	0	0.5	0.09999999999999998	0	0.09999999999999998	0.039999999999999994	0.5	0	0.059999999999999984	0.5	0.16666666666666663	1	0	0.10714285714285712	0
0.5	0.8	0.4	0.9	0.9	0.5	0.5	0.36000000000000004	0.04999999999999999	0.5	0.13999999999999996	0.039999999999999994	0.09999999999999996	0.03599999999999999	0.5	0.04999999999999999	0.10399999999999997	0.5	0.21874999999999997	0.7142857142857142	0.04999999999999999	0.17218543046357612	0.09999999999999998
0.5	0.8	0.4	0.7	0.9	0.5	0.5	0.27999999999999997	0.04999999999999999	0.5	0.22000000000000003	0.12000000000000002	0.1	0.028000000000000004	0.5	0.04999999999999999	0.19200000000000003	0.5	0.3055555555555556	0.45454545454545453	0.04999999999999999	0.27745664739884396	0.09999999999999998
0.5	0.8	0.5	1	1	0.5	0.5	0.4	0	0.5	0.09999999999999998	0	0.09999999999999998	0.04999999999999999	0.5	0	0.04999999999999999	0.5	0.16666666666666663	1	0	0.09090909090909088	0
0.5	0.8	0.5	0.9	0.9	0.5	0.5	0.36000000000000004	0.04999999999999999	0.5	0.13999999999999996	0.039999999999999994	0.09999999999999996	0.044999999999999984	0.5	0.04999999999999999	0.09499999999999997	0.5	0.21874999999999997	0.7142857142857142	0.04999999999999999	0.15966386554621845	0.09999999999999998
0.5	0.8	0.5	0.7	0.9	0.5	0.5	0.27999999999999997	0.04999999999999999	0.5	0.22000000000000003	0.12000000000000002	0.1	0.034999999999999996	0.5	0.04999999999999999	0.18500000000000003	0.5	0.3055555555555556	0.45454545454545453	0.04999999999999999	0.27007299270072993	0.09999999999999998
0.5	0.8	0.6	1	1	0.5	0.5	0.4	0	0.5	0.09999999999999998	0	0.09999999999999998	0.059999999999999984	0.5	0	0.039999999999999994	0.5	0.16666666666666663	1	0	0.07407407407407406	0
0.5	0.8	0.6	0.9	0.9	0.5	0.5	0.36000000000000004	0.04999999999999999	0.5	0.13999999999999996	0.039999999999999994	0.09999999999999996	0.05399999999999998	0.5	0.04999999999999999	0.08599999999999998	0.5	0.21874999999999997	0.7142857142857142	0.04999999999999999	0.14675767918088733	0.09999999999999998
